"SVC_GRP_NR","SVC_GRP_SUF_NR","NVP_BID_NR","TRG_PSE_SVC_ID","SVC_FEA_TYP_CD","SVC_FEA_TYP_DSC_TE","PKG_CHA_TYP_CD","PKG_CHA_TYP_DSC_TE","SVC_TYP_CD","SVC_TYP_CD_DSC_TE","CPE_CRR_NR","CRR_ABR_NA","CPE_CRR_FUL_NA","BID_CPE_DTL_CD","CPE_PDC_NR","CPE_PDC_ABR_DSC_TE","CPE_PDC_DSC_TE","CCY_CD","CCY_NA","BID_UPS_PJT_WVL_QY","BID_CUS_PRR_WVL_QY","UPS_PRJ_GRS_RPP_A","BID_MRG_CPP_A","SVC_GRP_CUS_NCV_A","SVC_GRP_PSE_NCV_PR","CPE_SVC_RPP_A","BID_FA_CPP_A","SVC_EFF_DT","SVC_END_DT","NVP_ETM_CMC_WK_PR","CUS_PRR_NCV_PR","AVG_PKG_WGT_QY","CPE_GRS_RPP_A","CPE_NET_RPP_A","LOS_PKG_AVG_QY","PDC_AVG_ZN_QY","RA_TRI_DER_AVG_QY","RA_TRI_AVG_QY","SMT_PKG_AVG_SMP_QY","SMT_TOT_AVG_QY","SMT_WGT_AVG_QY","WGT_MS_UNT_TYP_CD","PCN_SUB_MTH_TYP_CD","NVP_BID_FRT_GRR_A","MVM_DRC_CD","CU_SMP_AVG_WGT_QY","CU_SMP_AVG_NR","CALC_CUBE_PACKAGE_DENSITY"
"AJDGZGO","00","P040031356","N1DMALLSFC","SFC","                    ","ALL","                    ","1DM","                    ","000033"," ","                    ","0","0000","                    ","                    ","USD","                    ",1,0,0.42,0,0,0,0,0,18-MAR-17,02-FEB-47,0,,,,,,,,,,,,"LB"," ",0.42,"N",0,0,0
"AJDGZGP","00","P040031356","N1DMALLFFC","FFC","                    ","ALL","                    ","1DM","                    ","000033"," ","                    ","0","0000","                    ","                    ","USD","                    ",1,0,0.42,0,0,0,0,0,18-MAR-17,02-FEB-47,0,,,,,,,,,,,,"LB"," ",0.42,"N",0,0,0
"AJDGZGR","00","P040031356","N1DMALLSTP","STP","                    ","ALL","                    ","1DM","                    ","000033"," ","                    ","0","0000","                    ","                    ","USD","                    ",1,0,0.42,0,0,0,0,0,18-MAR-17,02-FEB-47,0,,,,,,,,,,,,"LB"," ",0.42,"N",0,0,0
"AJDGZGS","00","P040031356","N1DMALLSTC","STC","                    ","ALL","                    ","1DM","                    ","000033"," ","                    ","0","0000","                    ","                    ","USD","                    ",1,0,0.42,0,0,0,0,0,18-MAR-17,02-FEB-47,0,,,,,,,,,,,,"LB"," ",0.42,"N",0,0,0
"AJDGZGT","00","P040031356","N2DAALLSPB","SPB","                    ","ALL","                    ","2DA","                    ","000033"," ","                    ","0","0000","                    ","                    ","USD","                    ",1,0,0.42,0,0,0,0,0,18-MAR-17,02-FEB-47,0,,,,,,,,,,,,"LB"," ",0.42,"N",0,0,0
"AJDGZGV","00","P040031356","N2DAALLSCR","SCR","                    ","ALL","                    ","2DA","                    ","000033"," ","                    ","0","0000","                    ","                    ","USD","                    ",1,0,0.42,0,0,0,0,0,18-MAR-17,02-FEB-47,0,,,,,,,,,,,,"LB"," ",0.42,"N",0,0,0
"AJDGZGW","00","P040031356","N2DAALLSFC","SFC","                    ","ALL","                    ","2DA","                    ","000033"," ","                    ","0","0000","                    ","                    ","USD","                    ",1,0,0.42,0,0,0,0,0,18-MAR-17,02-FEB-47,0,,,,,,,,,,,,"LB"," ",0.42,"N",0,0,0
"AJDGZGX","00","P040031356","N2DAALLFFC","FFC","                    ","ALL","                    ","2DA","                    ","000033"," ","                    ","0","0000","                    ","                    ","USD","                    ",1,0,0.42,0,0,0,0,0,18-MAR-17,02-FEB-47,0,,,,,,,,,,,,"LB"," ",0.42,"N",0,0,0
"AJDGZGY","00","P040031356","N2DAALLSTP","STP","                    ","ALL","                    ","2DA","                    ","000033"," ","                    ","0","0000","                    ","                    ","USD","                    ",1,0,0.42,0,0,0,0,0,18-MAR-17,02-FEB-47,0,,,,,,,,,,,,"LB"," ",0.42,"N",0,0,0
"AJDGZHM","00","P040031356","N2DAALLSTC","STC","                    ","ALL","                    ","2DA","                    ","000033"," ","                    ","0","0000","                    ","                    ","USD","                    ",1,0,0.42,0,0,0,0,0,18-MAR-17,02-FEB-47,0,,,,,,,,,,,,"LB"," ",0.42,"N",0,0,0
"AJDGZHN","00","P040031356","N2DMALLSPB","SPB","                    ","ALL","                    ","2DM","                    ","000033"," ","                    ","0","0000","                    ","                    ","USD","                    ",1,0,0.42,0,0,0,0,0,18-MAR-17,02-FEB-47,0,,,,,,,,,,,,"LB"," ",0.42,"N",0,0,0
"AJDGZHZ","00","P040031356","N2DMALLSCR","SCR","                    ","ALL","                    ","2DM","                    ","000033"," ","                    ","0","0000","                    ","                    ","USD","                    ",1,0,0.42,0,0,0,0,0,18-MAR-17,02-FEB-47,0,,,,,,,,,,,,"LB"," ",0.42,"N",0,0,0
"AJDGZJA","00","P040031356","N2DMALLSFC","SFC","                    ","ALL","                    ","2DM","                    ","000033"," ","                    ","0","0000","                    ","                    ","USD","                    ",1,0,0.42,0,0,0,0,0,18-MAR-17,02-FEB-47,0,,,,,,,,,,,,"LB"," ",0.42,"N",0,0,0
"AJDGZJB","00","P040031356","N2DMALLFFC","FFC","                    ","ALL","                    ","2DM","                    ","000033"," ","                    ","0","0000","                    ","                    ","USD","                    ",1,0,0.42,0,0,0,0,0,18-MAR-17,02-FEB-47,0,,,,,,,,,,,,"LB"," ",0.42,"N",0,0,0
"AJDGZJE","00","P040031356","N2DMALLSTP","STP","                    ","ALL","                    ","2DM","                    ","000033"," ","                    ","0","0000","                    ","                    ","USD","                    ",1,0,0.42,0,0,0,0,0,18-MAR-17,02-FEB-47,0,,,,,,,,,,,,"LB"," ",0.42,"N",0,0,0
"AJDGZJF","00","P040031356","N2DMALLSTC","STC","                    ","ALL","                    ","2DM","                    ","000033"," ","                    ","0","0000","                    ","                    ","USD","                    ",1,0,0.42,0,0,0,0,0,18-MAR-17,02-FEB-47,0,,,,,,,,,,,,"LB"," ",0.42,"N",0,0,0
"AJDGZJG","00","P040031356","N3DSALLSPB","SPB","                    ","ALL","                    ","3DS","                    ","000033"," ","                    ","0","0000","                    ","                    ","USD","                    ",1,0,0.42,0,0,0,0,0,18-MAR-17,02-FEB-47,0,,,,,,,,,,,,"LB"," ",0.42,"N",0,0,0
"AJDGZJH","00","P040031356","N3DSALLSCR","SCR","                    ","ALL","                    ","3DS","                    ","000033"," ","                    ","0","0000","                    ","                    ","USD","                    ",1,0,0.42,0,0,0,0,0,18-MAR-17,02-FEB-47,0,,,,,,,,,,,,"LB"," ",0.42,"N",0,0,0
"AJDGZJI","00","P040031356","N3DSALLSFC","SFC","                    ","ALL","                    ","3DS","                    ","000033"," ","                    ","0","0000","                    ","                    ","USD","                    ",1,0,0.42,0,0,0,0,0,18-MAR-17,02-FEB-47,0,,,,,,,,,,,,"LB"," ",0.42,"N",0,0,0
"AJDGZJJ","00","P040031356","N3DSALLFFC","FFC","                    ","ALL","                    ","3DS","                    ","000033"," ","                    ","0","0000","                    ","                    ","USD","                    ",1,0,0.42,0,0,0,0,0,18-MAR-17,02-FEB-47,0,,,,,,,,,,,,"LB"," ",0.42,"N",0,0,0
"AJDGZJK","00","P040031356","N3DSALLSTP","STP","                    ","ALL","                    ","3DS","                    ","000033"," ","                    ","0","0000","                    ","                    ","USD","                    ",1,0,0.42,0,0,0,0,0,18-MAR-17,02-FEB-47,0,,,,,,,,,,,,"LB"," ",0.42,"N",0,0,0
"AJDGZJL","00","P040031356","N3DSALLSTC","STC","                    ","ALL","                    ","3DS","                    ","000033"," ","                    ","0","0000","                    ","                    ","USD","                    ",1,0,0.42,0,0,0,0,0,18-MAR-17,02-FEB-47,0,,,,,,,,,,,,"LB"," ",0.42,"N",0,0,0
"AJDGZJM","00","P040031356","EGNDALLALL","ALL","                    ","ALL","                    ","GND","                    ","000033"," ","                    ","0","0000","                    ","                    ","USD","                    ",0.2381,0,0.42,0,0,0,0,0,18-MAR-17,02-FEB-47,0,,,,,,,,,,,,"LB"," ",0.42,"E",0,0,0
"AJDGZJN","00","P040031356","EXPRALLALL","ALL","                    ","ALL","                    ","XPR","                    ","000033"," ","                    ","0","0000","                    ","                    ","USD","                    ",0.2381,0,0.42,0,0,0,0,0,18-MAR-17,02-FEB-47,0,,,,,,,,,,,,"LB"," ",0.42,"E",0,0,0
"AJDGZJO","00","P040031356","EWXSALLALL","ALL","                    ","ALL","                    ","WXS","                    ","000033"," ","                    ","0","0000","                    ","                    ","USD","                    ",0.2381,0,0.42,0,0,0,0,0,18-MAR-17,02-FEB-47,0,,,,,,,,,,,,"LB"," ",0.42,"E",0,0,0
"AJDGZJP","00","P040031356","EWXPALLALL","ALL","                    ","ALL","                    ","WXP","                    ","000033"," ","                    ","0","0000","                    ","                    ","USD","                    ",0.2381,0,0.42,0,0,0,0,0,18-MAR-17,02-FEB-47,0,,,,,,,,,,,,"LB"," ",0.42,"E",0,0,0
"AJDGZJQ","00","P040031356","EXPDALLALL","ALL","                    ","ALL","                    ","XPD","                    ","000033"," ","                    ","0","0000","                    ","                    ","USD","                    ",0.2381,0,0.42,0,0,0,0,0,18-MAR-17,02-FEB-47,0,,,,,,,,,,,,"LB"," ",0.42,"E",0,0,0
"AJDGZJR","00","P040031356","EEXWALLALL","ALL","                    ","ALL","                    ","EXW","                    ","000033"," ","                    ","0","0000","                    ","                    ","USD","                    ",0.2381,0,0.42,0,0,0,0,0,18-MAR-17,02-FEB-47,0,,,,,,,,,,,,"LB"," ",0.42,"E",0,0,0
"AJDGZJS","00","P040031356","EWWSALLALL","ALL","                    ","ALL","                    ","WWS","                    ","000033"," ","                    ","0","0000","                    ","                    ","USD","                    ",0.2381,0,0.42,0,0,0,0,0,18-MAR-17,02-FEB-47,0,,,,,,,,,,,,"LB"," ",0.42,"E",0,0,0
"AJDGZJT","00","P040031356","IGNDALLALL","ALL","                    ","ALL","                    ","GND","                    ","000033"," ","                    ","0","0000","                    ","                    ","USD","                    ",0.2381,0,0.42,0,0,0,0,0,18-MAR-17,02-FEB-47,0,,,,,,,,,,,,"LB"," ",0.42,"I",0,0,0
"AJDGZJU","00","P040031356","IEXWALLALL","ALL","                    ","ALL","                    ","EXW","                    ","000033"," ","                    ","0","0000","                    ","                    ","USD","                    ",0.2381,0,0.42,0,0,0,0,0,18-MAR-17,02-FEB-47,0,,,,,,,,,,,,"LB"," ",0.42,"I",0,0,0
"AJDGZJV","00","P040031356","IXPRALLALL","ALL","                    ","ALL","                    ","XPR","                    ","000033"," ","                    ","0","0000","                    ","                    ","USD","                    ",0.2381,0,0.42,0,0,0,0,0,18-MAR-17,02-FEB-47,0,,,,,,,,,,,,"LB"," ",0.42,"I",0,0,0
"AJDGZKA","00","P040031356","IWXPALLALL","ALL","                    ","ALL","                    ","WXP","                    ","000033"," ","                    ","0","0000","                    ","                    ","USD","                    ",0.2381,0,0.42,0,0,0,0,0,18-MAR-17,02-FEB-47,0,,,,,,,,,,,,"LB"," ",0.42,"I",0,0,0
"AJDGZKB","00","P040031356","IWXSALLALL","ALL","                    ","ALL","                    ","WXS","                    ","000033"," ","                    ","0","0000","                    ","                    ","USD","                    ",0.2381,0,0.42,0,0,0,0,0,18-MAR-17,02-FEB-47,0,,,,,,,,,,,,"LB"," ",0.42,"I",0,0,0
"AJDGZKC","00","P040031356","IXPDALLALL","ALL","                    ","ALL","                    ","XPD","                    ","000033"," ","                    ","0","0000","                    ","                    ","USD","                    ",0.2381,0,0.42,0,0,0,0,0,18-MAR-17,02-FEB-47,0,,,,,,,,,,,,"LB"," ",0.42,"I",0,0,0
"AJDGZKJ","00","P040031356","I3DMALLALL","ALL","                    ","ALL","                    ","3DM","                    ","000033"," ","                    ","0","0000","                    ","                    ","USD","                    ",0.2381,0,0.42,0,0,0,0,0,18-MAR-17,02-FEB-47,0,,,,,,,,,,,,"LB"," ",0.42,"I",0,0,0
"AJDGZKK","00","P040031356","IWWSALLALL","ALL","                    ","ALL","                    ","WWS","                    ","000033"," ","                    ","0","0000","                    ","                    ","USD","                    ",0.2381,0,0.42,0,0,0,0,0,18-MAR-17,02-FEB-47,0,,,,,,,,,,,,"LB"," ",0.42,"I",0,0,0
"AJDGZKL","00","P040031356","NGNDALLCWT","CWT","                    ","ALL","                    ","GND","                    ","000033"," ","                    ","0","0032","                    ","                    ","USD","                    ",1,0,0.42,0,0,0,0,0,18-MAR-17,02-FEB-47,0,,,,,,,,,,,,"LB"," ",0.42,"N",0,0,0
"AJDGZKQ","00","P040031356","NGNDALLCFC","CFC","                    ","ALL","                    ","GND","                    ","000033"," ","                    ","0","0032","                    ","                    ","USD","                    ",1,0,0.42,0,0,0,0,0,18-MAR-17,02-FEB-47,0,,,,,,,,,,,,"LB"," ",0.42,"N",0,0,0
"AJDGZKR","00","P040031356","NGNDALLCTP","CTP","                    ","ALL","                    ","GND","                    ","000033"," ","                    ","0","0000","                    ","                    ","USD","                    ",1,0,0.42,0,0,0,0,0,18-MAR-17,02-FEB-47,0,,,,,,,,,,,,"LB"," ",0.42,"N",0,0,0
"AJDGZKS","00","P040031356","N1DAALLCWT","CWT","                    ","ALL","                    ","1DA","                    ","000033"," ","                    ","0","0000","                    ","                    ","USD","                    ",1,0,0.42,0,0,0,0,0,18-MAR-17,02-FEB-47,0,,,,,,,,,,,,"LB"," ",0.42,"N",0,0,0
"AJDGZKT","00","P040031356","N1DAALLCFC","CFC","                    ","ALL","                    ","1DA","                    ","000033"," ","                    ","0","0000","                    ","                    ","USD","                    ",1,0,0.42,0,0,0,0,0,18-MAR-17,02-FEB-47,0,,,,,,,,,,,,"LB"," ",0.42,"N",0,0,0
"AJDGZKV","00","P040031356","N1DAALLCTP","CTP","                    ","ALL","                    ","1DA","                    ","000033"," ","                    ","0","0000","                    ","                    ","USD","                    ",1,0,0.42,0,0,0,0,0,18-MAR-17,02-FEB-47,0,,,,,,,,,,,,"LB"," ",0.42,"N",0,0,0
"AJDGZKW","00","P040031356","N1DPALLCWT","CWT","                    ","ALL","                    ","1DP","                    ","000033"," ","                    ","0","0000","                    ","                    ","USD","                    ",1,0,0.42,0,0,0,0,0,18-MAR-17,02-FEB-47,0,,,,,,,,,,,,"LB"," ",0.42,"N",0,0,0
"AJDGZLI","00","P040031356","N1DPALLCFC","CFC","                    ","ALL","                    ","1DP","                    ","000033"," ","                    ","0","0000","                    ","                    ","USD","                    ",1,0,0.42,0,0,0,0,0,18-MAR-17,02-FEB-47,0,,,,,,,,,,,,"LB"," ",0.42,"N",0,0,0
"AJDGZLK","00","P040031356","N1DPALLCTP","CTP","                    ","ALL","                    ","1DP","                    ","000033"," ","                    ","0","0000","                    ","                    ","USD","                    ",1,0,0.42,0,0,0,0,0,18-MAR-17,02-FEB-47,0,,,,,,,,,,,,"LB"," ",0.42,"N",0,0,0
"AJDGZLL","00","P040031356","N2DAALLCWT","CWT","                    ","ALL","                    ","2DA","                    ","000033"," ","                    ","0","0000","                    ","                    ","USD","                    ",1,0,0.42,0,0,0,0,0,18-MAR-17,02-FEB-47,0,,,,,,,,,,,,"LB"," ",0.42,"N",0,0,0
"AJDGZLN","00","P040031356","N2DAALLCFC","CFC","                    ","ALL","                    ","2DA","                    ","000033"," ","                    ","0","0000","                    ","                    ","USD","                    ",1,0,0.42,0,0,0,0,0,18-MAR-17,02-FEB-47,0,,,,,,,,,,,,"LB"," ",0.42,"N",0,0,0
"AJDGZLO","00","P040031356","N2DAALLCTP","CTP","                    ","ALL","                    ","2DA","                    ","000033"," ","                    ","0","0000","                    ","                    ","USD","                    ",1,0,0.42,0,0,0,0,0,18-MAR-17,02-FEB-47,0,,,,,,,,,,,,"LB"," ",0.42,"N",0,0,0
"AJDGZLP","00","P040031356","N2DMALLCWT","CWT","                    ","ALL","                    ","2DM","                    ","000033"," ","                    ","0","0000","                    ","                    ","USD","                    ",1,0,0.42,0,0,0,0,0,18-MAR-17,02-FEB-47,0,,,,,,,,,,,,"LB"," ",0.42,"N",0,0,0
"AJDGZLQ","00","P040031356","N2DMALLCFC","CFC","                    ","ALL","                    ","2DM","                    ","000033"," ","                    ","0","0000","                    ","                    ","USD","                    ",1,0,0.42,0,0,0,0,0,18-MAR-17,02-FEB-47,0,,,,,,,,,,,,"LB"," ",0.42,"N",0,0,0
"AJDGZLR","00","P040031356","N2DMALLCTP","CTP","                    ","ALL","                    ","2DM","                    ","000033"," ","                    ","0","0000","                    ","                    ","USD","                    ",1,0,0.42,0,0,0,0,0,18-MAR-17,02-FEB-47,0,,,,,,,,,,,,"LB"," ",0.42,"N",0,0,0
"AJDGZLS","00","P040031356","N3DSALLCWT","CWT","                    ","ALL","                    ","3DS","                    ","000033"," ","                    ","0","0000","                    ","                    ","USD","                    ",1,0,0.42,0,0,0,0,0,18-MAR-17,02-FEB-47,0,,,,,,,,,,,,"LB"," ",0.42,"N",0,0,0
"AJDGZLT","00","P040031356","N3DSALLCFC","CFC","                    ","ALL","                    ","3DS","                    ","000033"," ","                    ","0","0000","                    ","                    ","USD","                    ",1,0,0.42,0,0,0,0,0,18-MAR-17,02-FEB-47,0,,,,,,,,,,,,"LB"," ",0.42,"N",0,0,0
"AJDGZLU","00","P040031356","N3DSALLCTP","CTP","                    ","ALL","                    ","3DS","                    ","000033"," ","                    ","0","0000","                    ","                    ","USD","                    ",1,0,0.42,0,0,0,0,0,18-MAR-17,02-FEB-47,0,,,,,,,,,,,,"LB"," ",0.42,"N",0,0,0
"AJDGZLV","00","P040031356","NUSBALLALL","ALL","                    ","ALL","                    ","USB","                    ","000033"," ","                    ","0","0000","                    ","                    ","USD","                    ",1,0,0.42,0,0,0,0,0,18-MAR-17,02-FEB-47,0,,,,,,,,,,,,"LB"," ",0.42,"N",0,0,0
"AJDGZLW","00","P040031356","NUSGALLALL","ALL","                    ","ALL","                    ","USG","                    ","000033"," ","                    ","0","0000","                    ","                    ","USD","                    ",1,0,0.42,0,0,0,0,0,18-MAR-17,02-FEB-47,0,,,,,,,,,,,,"LB"," ",0.42,"N",0,0,0
"AJDGZLX","00","P040031356","NUSLALLALL","ALL","                    ","ALL","                    ","USL","                    ","000033"," ","                    ","0","0000","                    ","                    ","USD","                    ",1,0,0.42,0,0,0,0,0,18-MAR-17,02-FEB-47,0,,,,,,,,,,,,"LB"," ",0.42,"N",0,0,0
"AJDGZLY","00","P040031356","NUSMALLALL","ALL","                    ","ALL","                    ","USM","                    ","000033"," ","                    ","0","0000","                    ","                    ","USD","                    ",1,0,0.42,0,0,0,0,0,18-MAR-17,02-FEB-47,0,,,,,,,,,,,,"LB"," ",0.42,"N",0,0,0
"AJDGZLZ","00","P040031356","EWXPALLALL","ALL","                    ","ALL","                    ","WXP","                    ","000033"," ","                    ","0","0000","                    ","                    ","USD","                    ",0.2381,0,0.42,0,0,0,0,0,18-MAR-17,02-FEB-47,0,,,,,,,,,,,,"LB"," ",0.42,"E",0,0,0
"AJDGZMA","00","P040031356","IWXPALLALL","ALL","                    ","ALL","                    ","WXP","                    ","000033"," ","                    ","0","0000","                    ","                    ","USD","                    ",0.2381,0,0.42,0,0,0,0,0,18-MAR-17,02-FEB-47,0,,,,,,,,,,,,"LB"," ",0.42,"I",0,0,0
"AJDGZMB","00","P040031356","IGNDALLALL","ALL","                    ","ALL","                    ","GND","                    ","000033"," ","                    ","0","0000","                    ","                    ","USD","                    ",0.2381,0,0.42,0,0,0,0,0,18-MAR-17,02-FEB-47,0,,,,,,,,,,,,"LB"," ",0.42,"I",0,0,0
"AJDGZMC","00","P040031356","IEXWALLALL","ALL","                    ","ALL","                    ","EXW","                    ","000033"," ","                    ","0","0000","                    ","                    ","USD","                    ",0.2381,0,0.42,0,0,0,0,0,18-MAR-17,02-FEB-47,0,,,,,,,,,,,,"LB"," ",0.42,"I",0,0,0
"AJDGZMD","00","P040031356","IWWSALLALL","ALL","                    ","ALL","                    ","WWS","                    ","000033"," ","                    ","0","0000","                    ","                    ","USD","                    ",0.2381,0,0.42,0,0,0,0,0,18-MAR-17,02-FEB-47,0,,,,,,,,,,,,"LB"," ",0.42,"I",0,0,0
"AJDGZME","00","P040031356","IWXPALLALL","ALL","                    ","ALL","                    ","WXP","                    ","000033"," ","                    ","0","0000","                    ","                    ","USD","                    ",0.2381,0,0.42,0,0,0,0,0,18-MAR-17,02-FEB-47,0,,,,,,,,,,,,"LB"," ",0.42,"I",0,0,0
"AJDGZMF","00","P040031356","I3DMALLALL","ALL","                    ","ALL","                    ","3DM","                    ","000033"," ","                    ","0","0000","                    ","                    ","USD","                    ",0.2381,0,0.42,0,0,0,0,0,18-MAR-17,02-FEB-47,0,,,,,,,,,,,,"LB"," ",0.42,"I",0,0,0
"AJDGZMG","00","P040031356","IWXSALLALL","ALL","                    ","ALL","                    ","WXS","                    ","000033"," ","                    ","0","0000","                    ","                    ","USD","                    ",0.2381,0,0.42,0,0,0,0,0,18-MAR-17,02-FEB-47,0,,,,,,,,,,,,"LB"," ",0.42,"I",0,0,0
"AJDGZMH","00","P040031356","IXPRALLALL","ALL","                    ","ALL","                    ","XPR","                    ","000033"," ","                    ","0","0000","                    ","                    ","USD","                    ",0.2381,0,0.42,0,0,0,0,0,18-MAR-17,02-FEB-47,0,,,,,,,,,,,,"LB"," ",0.42,"I",0,0,0
"AJDGZMI","00","P040031356","IXPDALLALL","ALL","                    ","ALL","                    ","XPD","                    ","000033"," ","                    ","0","0000","                    ","                    ","USD","                    ",0.2381,0,0.42,0,0,0,0,0,18-MAR-17,02-FEB-47,0,,,,,,,,,,,,"LB"," ",0.42,"I",0,0,0
"AJCYQSP","00","P040031369","N1DALTRSCX","SCX","                    ","LTR","                    ","1DA","                    ","000016","FEXP1 ","                    ","2","0000","                    ","                    ","USD","                    ",0.44,0.4,40.96,6.276059,0,0,0,8.778422,25-MAR-17,09-FEB-47,0.5,0.58,,,,,,,,,,,"LB","T",42.96,"N",0,0.0353,0
"AJCYQSQ","00","P040031369","N1DAPKGSCX","SCX","                    ","PKG","                    ","1DA","                    ","000016","FEXP1 ","                    ","2","0000","                    ","                    ","USD","                    ",2.959,2.7,98.0392,16.106915,0,0,0,22.206751,25-MAR-17,09-FEB-47,0.745,0.5778,,,,,,,,,,,"LB","T",100.3165,"N",9.284468,0.840823,11.0421
"AJCYQSR","00","P040031369","N1DPLTRSCX","SCX","                    ","LTR","                    ","1DP","                    ","000016","FEXSOS","                    ","2","0000","                    ","                    ","USD","                    ",0.441,0.4,37.0627,4.813551,0,0,0,6.950388,25-MAR-17,09-FEB-47,0.471,0.5749,,,,,,,,,,,"LB","T",39.4664,"N",0,0.0353,0
"AJCYQSS","00","P040031369","N1DPPKGSCX","SCX","                    ","PKG","                    ","1DP","                    ","000016","FEXSOS","                    ","2","0000","                    ","                    ","USD","                    ",40.552,36.9,91.3914,12.444279,0,0,0,17.75441,25-MAR-17,09-FEB-47,0.719,0.5768,,,,,,,,,,,"LB","T",92.7257,"N",9.818829,0.841891,11.6628
"AJCYQST","00","P040031369","N2DALTRSCX","SCX","                    ","LTR","                    ","2DA","                    ","000016","FEXECO","                    ","2","0000","                    ","                    ","USD","                    ",2.446,0.9,20.7276,5.82398,0,0,0,7.653334,25-MAR-17,09-FEB-47,0.626,0,,,,,,,,,,,"LB","T",21.005,"N",0,0.0353,0
"AJCYQSU","00","P040031369","N2DAPKGSCX","SCX","                    ","PKG","                    ","2DA","                    ","000016","FEXECO","                    ","2","0000","                    ","                    ","USD","                    ",29.99,16.2,39.4602,7.523316,0,0,0,9.853404,25-MAR-17,09-FEB-47,0.625,0.4971,,,,,,,,,,,"LB","T",41.3182,"N",7.927796,0.703681,11.2662
"AJCYQSV","00","P040031369","N2DMLTRSPB","SPB","                    ","LTR","                    ","2DM","                    ","000016","FEXECO","                    ","2","0000","                    ","                    ","USD","                    ",1,0,22.3628,6.197518,0,0,0,8.045011,25-MAR-17,09-FEB-47,1,0,,,,,,,,,,,"LB","T",22.5731,"N",0,0.0353,0
"AJCYQSW","00","P040031369","N2DMPKGSPB","SPB","                    ","PKG","                    ","2DM","                    ","000016","FEXECO","                    ","2","0000","                    ","                    ","USD","                    ",1,0,50.9829,9.201825,0,0,0,11.308623,25-MAR-17,09-FEB-47,1,0,,,,,,,,,,,"LB","T",51.3162,"N",0,0.887754,0
"AJCYQSX","00","P040031369","N3DSPKGSCX","SCX","                    ","PKG","                    ","3DS","                    ","000016","FEDEXX","                    ","2","0000","                    ","                    ","USD","                    ",67.9,67.9,29.9733,7.003623,0,0,0,9.598539,25-MAR-17,09-FEB-47,0.57,0.46,,,,,,,,,,,"LB","T",31.7901,"N",3.486266,0.318707,10.9388
"AJCYQTC","00","P040031369","NGNDPKGSPB","SPB","                    ","PKG","                    ","GND","                    ","000016","FEXGND","                    ","2","0000","                    ","                    ","USD","                    ",358.6,358.6,10.8124,4.535445,0,0,0,6.205546,25-MAR-17,09-FEB-47,1,0.2682,,,,,,,,,,,"LB","T",11.0622,"N",6.61694,0.589107,11.2322
"AJCYQTD","00","P040031369","NGNDPKGSCR","SCR","                    ","PKG","                    ","GND","                    ","000016","FEXGND","                    ","2","0000","                    ","                    ","USD","                    ",244,244,11.8287,6.546385,0,0,0,8.500097,25-MAR-17,09-FEB-47,0,0.2205,,,,,,,,,,,"LB","T",16.0101,"N",8.186269,0.755905,10.8298
"AJCYQTE","00","P040031369","EXPRDOCALL","ALL","                    ","DOC","                    ","XPR","                    ","000016","FEDEX ","                    ","2","0000","                    ","                    ","USD","                    ",0.0001,0,84.9843,5.96123,0,0,0,7.390579,25-MAR-17,09-FEB-47,1,0,,,,,,,,,,,"LB","T",84.9843,"E",0,0.0021,0
"AJCYQTF","00","P040031369","EXPRLTRALL","ALL","                    ","LTR","                    ","XPR","                    ","000016","FEDEX ","                    ","2","0000","                    ","                    ","USD","                    ",0.0001,0,54.254,8.142994,0,0,0,9.541648,25-MAR-17,09-FEB-47,1,0,,,,,,,,,,,"LB","T",54.254,"E",0,0.001,0
"AJCYQTG","00","P040031369","EXPRPKGALL","ALL","                    ","PKG","                    ","XPR","                    ","000016","FEDEX ","                    ","2","0000","                    ","                    ","USD","                    ",0.5238,0.5238,141.7425,18.355501,0,0,0,22.713782,25-MAR-17,09-FEB-47,0.125,0.6463,,,,,,,,,,,"LB","T",145.2425,"E",4,0.554435,7.2146
"AJCYQTH","00","P040031369","EXPDDOCALL","ALL","                    ","DOC","                    ","XPD","                    ","000016","FEDEX ","                    ","2","0000","                    ","                    ","USD","                    ",0.0001,0,93.3035,6.453582,0,0,0,7.562796,25-MAR-17,09-FEB-47,1,0,,,,,,,,,,,"LB","T",93.3035,"E",0,0.0025,0
"AJCYQTI","00","P040031369","EXPDPKGALL","ALL","                    ","PKG","                    ","XPD","                    ","000016","FEDEX ","                    ","2","0000","                    ","                    ","USD","                    ",62.9524,62.9536,163.2023,19.147465,0,0,0,22.543147,25-MAR-17,09-FEB-47,0.45,0.7141,,,,,,,,,,,"LB","T",165.4023,"E",4.008143,0.575788,6.9611
"AJCYQTJ","00","P040031369","EWXSDOCALL","ALL","                    ","DOC","                    ","WXS","                    ","000016","FEDEX ","                    ","2","0000","                    ","                    ","USD","                    ",0.0001,0,110.5208,8.276566,0,0,0,9.829068,25-MAR-17,09-FEB-47,1,0,,,,,,,,,,,"LB","T",110.5208,"E",0,0.0021,0
"AJCYQTK","00","P040031369","EWXSLTRALL","ALL","                    ","LTR","                    ","WXS","                    ","000016","FEDEX ","                    ","2","0000","                    ","                    ","USD","                    ",0.0001,0,60.9322,8.803525,0,0,0,10.418253,25-MAR-17,09-FEB-47,1,0,,,,,,,,,,,"LB","T",60.9322,"E",0,0.001,0
