"SVC_GRP_NR","SVC_GRP_SUF_NR","NVP_BID_NR","TRG_PSE_SVC_ID","SVC_FEA_TYP_CD","SVC_FEA_TYP_DSC_TE","PKG_CHA_TYP_CD","PKG_CHA_TYP_DSC_TE","SVC_TYP_CD","SVC_TYP_CD_DSC_TE","CPE_CRR_NR","CRR_ABR_NA","CPE_CRR_FUL_NA","BID_CPE_DTL_CD","CPE_PDC_NR","CPE_PDC_ABR_DSC_TE","CPE_PDC_DSC_TE","CCY_CD","CCY_NA","BID_UPS_PJT_WVL_QY","BID_CUS_PRR_WVL_QY","UPS_PRJ_GRS_RPP_A","BID_MRG_CPP_A","SVC_GRP_CUS_NCV_A","SVC_GRP_PSE_NCV_PR","CPE_SVC_RPP_A","BID_FA_CPP_A","SVC_EFF_DT","SVC_END_DT","NVP_ETM_CMC_WK_PR","CUS_PRR_NCV_PR","AVG_PKG_WGT_QY","CPE_GRS_RPP_A","CPE_NET_RPP_A","LOS_PKG_AVG_QY","PDC_AVG_ZN_QY","RA_TRI_DER_AVG_QY","RA_TRI_AVG_QY","SMT_PKG_AVG_SMP_QY","SMT_TOT_AVG_QY","SMT_WGT_AVG_QY","WGT_MS_UNT_TYP_CD","PCN_SUB_MTH_TYP_CD","NVP_BID_FRT_GRR_A","MVM_DRC_CD","CU_SMP_AVG_WGT_QY","CU_SMP_AVG_NR","CALC_CUBE_PACKAGE_DENSITY"
"AHSWRPX","00","P030031177","I3DMALLALL","ALL","                    ","ALL","                    ","3DM","                    ","000033","      ","                    ","0","0000","                    ","                    ","USD","                    ",0.2381,0,0.42,0,0,0,0,0,04-FEB-17,25-JAN-20,0,,,,,,,,,,,,"LB"," ",0.42,"I",0,0,0
"AHSWRQF","00","P030031177","IWXSALLALL","ALL","                    ","ALL","                    ","WXS","                    ","000033","      ","                    ","0","0000","                    ","                    ","USD","                    ",0.2381,0,0.42,0,0,0,0,0,04-FEB-17,25-JAN-20,0,,,,,,,,,,,,"LB"," ",0.42,"I",0,0,0
"AHSWRQG","00","P030031177","IXPRALLALL","ALL","                    ","ALL","                    ","XPR","                    ","000033","      ","                    ","0","0000","                    ","                    ","USD","                    ",0.2381,0,0.42,0,0,0,0,0,04-FEB-17,25-JAN-20,0,,,,,,,,,,,,"LB"," ",0.42,"I",0,0,0
"AHSWRQH","00","P030031177","EEXWALLALL","ALL","                    ","ALL","                    ","EXW","                    ","000033","      ","                    ","0","0000","                    ","                    ","USD","                    ",0.2381,0,0.42,0,0,0,0,0,04-FEB-17,25-JAN-20,0,,,,,,,,,,,,"LB"," ",0.42,"E",0,0,0
"AHSWRQI","00","P030031177","EXPDALLALL","ALL","                    ","ALL","                    ","XPD","                    ","000033","      ","                    ","0","0000","                    ","                    ","USD","                    ",0.2381,0,0.42,0,0,0,0,0,04-FEB-17,25-JAN-20,0,,,,,,,,,,,,"LB"," ",0.42,"E",0,0,0
"AHSWRQJ","00","P030031177","EWXPALLALL","ALL","                    ","ALL","                    ","WXP","                    ","000033","      ","                    ","0","0000","                    ","                    ","USD","                    ",0.2381,0,0.42,0,0,0,0,0,04-FEB-17,25-JAN-20,0,,,,,,,,,,,,"LB"," ",0.42,"E",0,0,0
"AHSWRQK","00","P030031177","EWXSALLALL","ALL","                    ","ALL","                    ","WXS","                    ","000033","      ","                    ","0","0000","                    ","                    ","USD","                    ",0.2381,0,0.42,0,0,0,0,0,04-FEB-17,25-JAN-20,0,,,,,,,,,,,,"LB"," ",0.42,"E",0,0,0
"AHSWRQL","00","P030031177","EXPRALLALL","ALL","                    ","ALL","                    ","XPR","                    ","000033","      ","                    ","0","0000","                    ","                    ","USD","                    ",0.2381,0,0.42,0,0,0,0,0,04-FEB-17,25-JAN-20,0,,,,,,,,,,,,"LB"," ",0.42,"E",0,0,0
"AHSWRQM","00","P030031177","EGNDALLALL","ALL","                    ","ALL","                    ","GND","                    ","000033","      ","                    ","0","0000","                    ","                    ","USD","                    ",0.2381,0,0.42,0,0,0,0,0,04-FEB-17,25-JAN-20,0,,,,,,,,,,,,"LB"," ",0.42,"E",0,0,0
"AHSWRQN","00","P030031177","IWXSALLALL","ALL","                    ","ALL","                    ","WXS","                    ","000033","      ","                    ","0","0000","                    ","                    ","USD","                    ",0.2381,0,0.42,0,0,0,0,0,04-FEB-17,25-JAN-20,0,,,,,,,,,,,,"LB"," ",0.42,"I",0,0,0
"AHTBMPA","00","P030031177","N1DAALLALL","ALL","                    ","ALL","                    ","1DA","                    ","000033","      ","                    ","3","0000","                    ","                    ","USD","                    ",15,0,0.0067,0,0,0,0,0,04-FEB-17,22-DEC-46,0,,,,,,,,,,,,"LB"," ",0.0067,"N",0,0,0
"AHTBMPB","00","P030031177","NGNDALLALL","ALL","                    ","ALL","                    ","GND","                    ","000033","      ","                    ","3","0000","                    ","                    ","USD","                    ",350,0,0.0003,0,0,0,0,0,04-FEB-17,23-DEC-17,0,,,,,,,,,,,,"LB"," ",0.0003,"N",0,0,0
"AHTBPXQ","00","P030031177","N1DAALLCFC","CFC","                    ","ALL","                    ","1DA","                    ","000033","      ","                    ","3","0000","                    ","                    ","USD","                    ",0.0001,0,0,0,0,0,0,0,04-FEB-17,25-JAN-20,0,,,,,,,,,,,,"LB"," ",0,"N",0,0,0
"AHTBPXR","00","P030031177","N1DAALLCTP","CTP","                    ","ALL","                    ","1DA","                    ","000033","      ","                    ","3","0000","                    ","                    ","USD","                    ",0.0001,0,0,0,0,0,0,0,04-FEB-17,25-JAN-20,0,,,,,,,,,,,,"LB"," ",0,"N",0,0,0
"AHTBPXS","00","P030031177","N1DPALLCFC","CFC","                    ","ALL","                    ","1DP","                    ","000033","      ","                    ","3","0000","                    ","                    ","USD","                    ",0.0001,0,0,0,0,0,0,0,04-FEB-17,25-JAN-20,0,,,,,,,,,,,,"LB"," ",0,"N",0,0,0
"AHTBPXT","00","P030031177","N1DPALLCTP","CTP","                    ","ALL","                    ","1DP","                    ","000033","      ","                    ","3","0000","                    ","                    ","USD","                    ",0.0001,0,0,0,0,0,0,0,04-FEB-17,25-JAN-20,0,,,,,,,,,,,,"LB"," ",0,"N",0,0,0
"AHTBPXW","00","P030031177","N1DPALLCWT","CWT","                    ","ALL","                    ","1DP","                    ","000033","      ","                    ","3","0000","                    ","                    ","USD","                    ",0.0001,0,0,0,0,0,0,0,04-FEB-17,25-JAN-20,0,,,,,,,,,,,,"LB"," ",0,"N",0,0,0
"AHTBPXX","00","P030031177","N2DAALLCFC","CFC","                    ","ALL","                    ","2DA","                    ","000033","      ","                    ","3","0000","                    ","                    ","USD","                    ",0.0001,0,0,0,0,0,0,0,04-FEB-17,25-JAN-20,0,,,,,,,,,,,,"LB"," ",0,"N",0,0,0
"AHTBPXY","00","P030031177","N2DAALLCTP","CTP","                    ","ALL","                    ","2DA","                    ","000033","      ","                    ","3","0000","                    ","                    ","USD","                    ",0.0001,0,0,0,0,0,0,0,04-FEB-17,25-JAN-20,0,,,,,,,,,,,,"LB"," ",0,"N",0,0,0
"AHTBPXZ","00","P030031177","N2DAALLCWT","CWT","                    ","ALL","                    ","2DA","                    ","000033","      ","                    ","3","0000","                    ","                    ","USD","                    ",0.0001,0,0,0,0,0,0,0,04-FEB-17,25-JAN-20,0,,,,,,,,,,,,"LB"," ",0,"N",0,0,0
"AHTBPYA","00","P030031177","N2DMALLCFC","CFC","                    ","ALL","                    ","2DM","                    ","000033","      ","                    ","3","0000","                    ","                    ","USD","                    ",0.0001,0,0,0,0,0,0,0,04-FEB-17,25-JAN-20,0,,,,,,,,,,,,"LB"," ",0,"N",0,0,0
"AHTBPYC","00","P030031177","N2DMALLCTP","CTP","                    ","ALL","                    ","2DM","                    ","000033","      ","                    ","3","0000","                    ","                    ","USD","                    ",0.0001,0,0,0,0,0,0,0,04-FEB-17,25-JAN-20,0,,,,,,,,,,,,"LB"," ",0,"N",0,0,0
"AHTBPYD","00","P030031177","N2DMALLCWT","CWT","                    ","ALL","                    ","2DM","                    ","000033","      ","                    ","3","0000","                    ","                    ","USD","                    ",0.0001,0,0,0,0,0,0,0,04-FEB-17,25-JAN-20,0,,,,,,,,,,,,"LB"," ",0,"N",0,0,0
"AHTBPYF","00","P030031177","N3DSALLCFC","CFC","                    ","ALL","                    ","3DS","                    ","000033","      ","                    ","3","0000","                    ","                    ","USD","                    ",0.0001,0,0,0,0,0,0,0,04-FEB-17,25-JAN-20,0,,,,,,,,,,,,"LB"," ",0,"N",0,0,0
"AHTBPYG","00","P030031177","N3DSALLCTP","CTP","                    ","ALL","                    ","3DS","                    ","000033","      ","                    ","3","0000","                    ","                    ","USD","                    ",0.0001,0,0,0,0,0,0,0,04-FEB-17,25-JAN-20,0,,,,,,,,,,,,"LB"," ",0,"N",0,0,0
"AHTBPYH","00","P030031177","N3DSALLCWT","CWT","                    ","ALL","                    ","3DS","                    ","000033","      ","                    ","3","0000","                    ","                    ","USD","                    ",0.0001,0,0,0,0,0,0,0,04-FEB-17,25-JAN-20,0,,,,,,,,,,,,"LB"," ",0,"N",0,0,0
"AHTBPYI","00","P030031177","N1DAALLFFC","FFC","                    ","ALL","                    ","1DA","                    ","000033","      ","                    ","3","0000","                    ","                    ","USD","                    ",1,0,0,0,0,0,0,0,04-FEB-17,25-JAN-20,0,,,,,,,,,,,,"LB"," ",0,"N",0,0,0
"AHTBPYJ","00","P030031177","N1DAALLSCR","SCR","                    ","ALL","                    ","1DA","                    ","000033","      ","                    ","3","0000","                    ","                    ","USD","                    ",1,0,0,0,0,0,0,0,04-FEB-17,25-JAN-20,0,,,,,,,,,,,,"LB"," ",0,"N",0,0,0
"AHTBPYK","00","P030031177","N1DAALLSFC","SFC","                    ","ALL","                    ","1DA","                    ","000033","      ","                    ","3","0000","                    ","                    ","USD","                    ",1,0,0,0,0,0,0,0,04-FEB-17,25-JAN-20,0,,,,,,,,,,,,"LB"," ",0,"N",0,0,0
"AHTBPYL","00","P030031177","N1DAALLSPB","SPB","                    ","ALL","                    ","1DA","                    ","000033","      ","                    ","3","0000","                    ","                    ","USD","                    ",1,0,0,0,0,0,0,0,04-FEB-17,25-JAN-20,0,,,,,,,,,,,,"LB"," ",0,"N",0,0,0
"AHTBPYN","00","P030031177","N1DAALLSTC","STC","                    ","ALL","                    ","1DA","                    ","000033","      ","                    ","3","0000","                    ","                    ","USD","                    ",1,0,0,0,0,0,0,0,04-FEB-17,25-JAN-20,0,,,,,,,,,,,,"LB"," ",0,"N",0,0,0
"AHTBPYO","00","P030031177","N1DAALLSTP","STP","                    ","ALL","                    ","1DA","                    ","000033","      ","                    ","3","0000","                    ","                    ","USD","                    ",1,0,0,0,0,0,0,0,04-FEB-17,25-JAN-20,0,,,,,,,,,,,,"LB"," ",0,"N",0,0,0
"AHTBPYP","00","P030031177","N1DMALLALL","ALL","                    ","ALL","                    ","1DM","                    ","000033","      ","                    ","3","0000","                    ","                    ","USD","                    ",1,0,0,0,0,0,0,0,04-FEB-17,25-JAN-20,0,,,,,,,,,,,,"LB"," ",0,"N",0,0,0
"AHTBPYQ","00","P030031177","N1DMALLFFC","FFC","                    ","ALL","                    ","1DM","                    ","000033","      ","                    ","3","0000","                    ","                    ","USD","                    ",1,0,0,0,0,0,0,0,04-FEB-17,25-JAN-20,0,,,,,,,,,,,,"LB"," ",0,"N",0,0,0
"AHTBPYS","00","P030031177","N1DMALLSCR","SCR","                    ","ALL","                    ","1DM","                    ","000033","      ","                    ","3","0000","                    ","                    ","USD","                    ",1,0,0,0,0,0,0,0,04-FEB-17,25-JAN-20,0,,,,,,,,,,,,"LB"," ",0,"N",0,0,0
"AHTBPYT","00","P030031177","N1DMALLSFC","SFC","                    ","ALL","                    ","1DM","                    ","000033","      ","                    ","3","0000","                    ","                    ","USD","                    ",1,0,0,0,0,0,0,0,04-FEB-17,25-JAN-20,0,,,,,,,,,,,,"LB"," ",0,"N",0,0,0
"AHTBPYU","00","P030031177","N1DMALLSPB","SPB","                    ","ALL","                    ","1DM","                    ","000033","      ","                    ","3","0000","                    ","                    ","USD","                    ",1,0,0,0,0,0,0,0,04-FEB-17,25-JAN-20,0,,,,,,,,,,,,"LB"," ",0,"N",0,0,0
"AHTBPYV","00","P030031177","N1DMALLSTC","STC","                    ","ALL","                    ","1DM","                    ","000033","      ","                    ","3","0000","                    ","                    ","USD","                    ",1,0,0,0,0,0,0,0,04-FEB-17,25-JAN-20,0,,,,,,,,,,,,"LB"," ",0,"N",0,0,0
"AHTBPYW","00","P030031177","N1DMALLSTP","STP","                    ","ALL","                    ","1DM","                    ","000033","      ","                    ","3","0000","                    ","                    ","USD","                    ",1,0,0,0,0,0,0,0,04-FEB-17,25-JAN-20,0,,,,,,,,,,,,"LB"," ",0,"N",0,0,0
"AHTBPZU","00","P030031177","N1DPALLALL","ALL","                    ","ALL","                    ","1DP","                    ","000033","      ","                    ","3","0000","                    ","                    ","USD","                    ",1,0,0,0,0,0,0,0,04-FEB-17,25-JAN-20,0,,,,,,,,,,,,"LB"," ",0,"N",0,0,0
"AHTBQDF","00","P030031177","N1DPALLFFC","FFC","                    ","ALL","                    ","1DP","                    ","000033","      ","                    ","3","0000","                    ","                    ","USD","                    ",1,0,0,0,0,0,0,0,04-FEB-17,25-JAN-20,0,,,,,,,,,,,,"LB"," ",0,"N",0,0,0
"AHTBQGJ","00","P030031177","N1DPALLSCR","SCR","                    ","ALL","                    ","1DP","                    ","000033","      ","                    ","3","0000","                    ","                    ","USD","                    ",1,0,0,0,0,0,0,0,04-FEB-17,25-JAN-20,0,,,,,,,,,,,,"LB"," ",0,"N",0,0,0
"AHTBQJO","00","P030031177","N1DPALLSFC","SFC","                    ","ALL","                    ","1DP","                    ","000033","      ","                    ","3","0000","                    ","                    ","USD","                    ",1,0,0,0,0,0,0,0,04-FEB-17,25-JAN-20,0,,,,,,,,,,,,"LB"," ",0,"N",0,0,0
"AHTBQLV","00","P030031177","N1DPALLSPB","SPB","                    ","ALL","                    ","1DP","                    ","000033","      ","                    ","3","0000","                    ","                    ","USD","                    ",1,0,0,0,0,0,0,0,04-FEB-17,25-JAN-20,0,,,,,,,,,,,,"LB"," ",0,"N",0,0,0
"AHTBQPC","00","P030031177","N1DPALLSTC","STC","                    ","ALL","                    ","1DP","                    ","000033","      ","                    ","3","0000","                    ","                    ","USD","                    ",1,0,0,0,0,0,0,0,04-FEB-17,25-JAN-20,0,,,,,,,,,,,,"LB"," ",0,"N",0,0,0
"AHTBQRM","00","P030031177","N1DPALLSTP","STP","                    ","ALL","                    ","1DP","                    ","000033","      ","                    ","3","0000","                    ","                    ","USD","                    ",1,0,0,0,0,0,0,0,04-FEB-17,25-JAN-20,0,,,,,,,,,,,,"LB"," ",0,"N",0,0,0
"AHTBQSL","00","P030031177","N2DAALLALL","ALL","                    ","ALL","                    ","2DA","                    ","000033","      ","                    ","3","0000","                    ","                    ","USD","                    ",1,0,0,0,0,0,0,0,04-FEB-17,25-JAN-20,0,,,,,,,,,,,,"LB"," ",0,"N",0,0,0
"AHTBQSN","00","P030031177","N2DAALLFFC","FFC","                    ","ALL","                    ","2DA","                    ","000033","      ","                    ","3","0000","                    ","                    ","USD","                    ",1,0,0,0,0,0,0,0,04-FEB-17,25-JAN-20,0,,,,,,,,,,,,"LB"," ",0,"N",0,0,0
